FID,County,School Name,Address,City,zip,Type,Grades,Format,GlobalID,x,y
802,Anne Arundel,Marley Middle School,10 Davis Court,Glen Burnie,21060,Public Middle,6-8,Public,cfee3959-5755-4e67-a86a-e5f26de966ab,1427022.92024784,539996.329707921
803,Prince George's,Marlton Elementary School,8506 Old Colony Drive South,Upper Marlboro,20772,Public Elementary,PreK-5,Public,96171734-6ab2-41a5-a7ac-228b72b5c191,1372405.21485092,402787.502420083
804,Howard,Marriotts Ridge High School,12100 Woodford Drive,Marriotsville,21104,Public High,9-12,Public,a145cba0-c58b-429d-914c-71968f776d8d,1330935.63342017,602788.779910177
805,Baltimore,Mars Estates Elementary School,1500 Homberg Avenue,Baltimore,21221,Public Elementary,PreK-5,Public,7cd9efa6-f4ba-4b6c-abb3-f8fc392b2330,1467503.93344575,599760.91916801
806,Montgomery,Marshall (Thurgood) Elementary School,12260 Mcdonald Chapel Drive,Gaithersburg,20876,Public Elementary,K-5,Public,fdcc053a-4175-463e-8684-e8c054b59b88,1238413.58782159,531570.140195504
807,Washington,Marshall St. Elementary School,1350 Marshall Street,Hagerstown,21740,Public Special Education,PreK-12,Public,d212fca3-e9b8-4548-9bfe-9afba263b605,1106527.70231567,727324.566271171
808,Baltimore,Martin Boulevard Elementary School,210 Riverton Road,Baltimore,21220,Public Elementary,PreK-5,Public,257b111a-87e7-47d9-ab44-fefcf0f76a16,1470154.21226592,608115.38277401
809,Prince George's,"Martin Luther King, Jr. Middle School",4545 Ammendale Road,Beltsville,20705,Public Middle,6-8,Public,e3cf7a50-fd08-4adb-bd3e-b8eb9bb87823,1338058.20086792,505608.501502082
810,Baltimore City,Mary A. Winterling Elementary School (formerly Bentalou Elementary School),220 North Bentalou Street,Baltimore,21223,Public Elementary,PreK-5,Public,b41f257d-4ea9-4410-b4b6-60ff030c8bd2,1410328.76039475,591992.085296258
811,Charles,Mary Burgess Neal Elementary School,12105 St. Georges Drive,Waldorf,20602,Public Elementary,PreK-5,Public,dd4d4972-3f32-447f-9b41-b8bcd6480e44,1340043.01874867,334562.044055
812,Baltimore City,Mary E. Rodman Elementary School # 204,3510 West Mulberry Street,Baltimore,21229,Public Elementary,PreK-5,Public,906e5aa1-3d3e-41d0-9133-2adef8bb3b56,1403856.43869376,592111.391160011
813,Charles,Mary H. Matula Elementary School,6025 Radio Station Road,La Plata,20646,Public Elementary,PreK-5,Public,ae466fec-96c4-4243-a7e5-a2681d5ce842,1324882.50379418,320891.002827585
814,Prince George's,Mary Harris Mother Jones Elementary School,2405 Tecumseh Street,Adelphi,20783,Public Elementary,PreK-5,Public,26aac958-ca99-4456-b347-cbb1e83a60b0,1321937.556272,485613.742935255
815,Anne Arundel,Maryland City Elementary School,3359 Crumpton South,Laurel,20724,Public Elementary,PreK-5,Public,505db994-2626-4d19-87d8-1ec9b4ac64b9,1364058.88114992,520579.387242675
816,Montgomery,Maryvale Elementary School,1000 First Street,Rockville,20851,Public Elementary,HS-5,Public,40d42e96-714b-4e18-a44e-ac50e7df5d12,1273277.38423559,518925.209776759
817,Queen Anne's,Matapeake Elementary School,651 Romancoke Road,Stevensville,21666,Public Elementary,PreK-5,Public,7b614fb7-85e5-4f1c-8cb0-54f34792c143,1501370.34241883,472532.534845755
818,Queen Anne's,Matapeake Middle School,671 Romancoke Road,Stevensville,21666,Public Middle,6-8,Public,0835007b-0836-4b1f-b16a-49d50edc34dc,1501285.49875651,473055.123695582
819,Montgomery,Matsunaga (Spark M.) Elementary School,13902 Bromfield Road,Germantown,20874,Public Elementary,K-5,Public,3885e1ae-c362-4bb8-91e5-3150dde9cfdd,1229328.13978517,540521.747948423
820,Prince George's,Mattaponi Elementary School,11701 Duley Station Road,Upper Marlboro,20772,Public Elementary,K-5,Public,80077085-f60b-40cf-855a-b1b09b5ba705,1367909.05881701,393821.748370007
821,Charles,Mattawoman Middle School,10145 Berry Road,Waldorf,20603,Public Middle,6-8,Public,bff1e538-dc43-4aa9-868f-2a409a9ca769,1323549.5553446,356905.449827418
822,Baltimore City,Matthew A. Henson Elementary School # 029,1600 North Payson Street,Baltimore,21217,Public Elementary,PreK-5,Public,55bca24d-bfdd-40f4-bcbc-0eef5735851a,1411258.1079455,597508.378397509
823,Charles,Matthew Henson Middle School,3535 Livingston Road,Indian Head,20640,Public Middle,6-8,Public,36f6808d-39a6-4522-8a56-43740909a971,1290394.84114234,344796.176473841
824,Washington,Maugansville Elementary School,18023 Maugans Avenue,Maugansville,21767,Public Elementary,PreK-5,Public,3f5ccafd-b20b-4835-a92d-47ae2c2c9100,1103653.82551751,737973.272335917
825,Charles,Maurice J. McDonough High School,7165 Marshall Corner Road,Pomfret,20675,Public High,9-12,Public,b7f615af-f2c5-4b1e-ba98-866a555201ca,1302284.33048667,323804.354940504
826,Prince George's,Maya Angelou French Immersion School,2000 Callaway Street,Temple Hills,20748,Public Elementary/Middle,K-8,Public,27e3f7b3-25aa-443c-8ab2-0ff91b7d56e2,1321348.10502309,425189.608534425
827,Howard,Mayfield Woods Middle School,7950 Red Barn Way,Elkridge,21075,Public Middle,6-8,Public,c64920c5-6892-4e78-a7da-3c4374ca4908,1372836.99679576,557615.588432595
828,Anne Arundel,Mayo Elementary School,1260 Mayo Ridge Road,Edgewater,21037,Public Elementary,K-5,Public,f79abc42-f050-4ffe-a45f-8be798fd75f9,1451502.49071117,448198.477542832
829,Baltimore,Mays Chapel Elementary School,12250 Roundwood Road,Timonium,21093,Public Elementary,PreK-5,Public,b3433b05-d947-43bf-b9e3-bccc78b95e11,1405824.10995525,652470.496491417
830,Montgomery,McAuliffe (Christa S.) Elementary School,12500 Wisteria Drive,Germantown,20874,Public Elementary,HS-5,Public,1a6d8216-1fdb-488b-af48-462c49b01825,1238186.30087459,546850.311078668
831,Baltimore,McCormick Elementary School,5101 Hazelwood Avenue,Baltimore,21206,Public Elementary,PreK-5,Public,07b19f87-ef8b-4a46-ae60-86cfba72e5b3,1447780.06606942,610146.800299093
832,Montgomery,McNair (Ronald) Elementary School,13881 Hopkins Road,Germantown,20874,Public Elementary,PreK-5,Public,91c9f872-b1c7-4e4c-bcae-945d34735175,1229750.29937392,547496.913131922
833,Anne Arundel,Meade Heights Elementary School,1925 Reece Road,Fort Meade,20755,Public Elementary,PreK-5,Public,98e90eca-8731-4ece-9bfa-c543363dcc47,1392287.68000717,528660.706053749
834,Anne Arundel,Meade High School,1100 Clark Road,Fort Meade,20755,Public High,9-12,Public,35a07d27-de76-4bc5-aa3c-d97dc2d4c78b,1386683.076387,530264.837687999
835,Anne Arundel,Meade Middle School,1103 26th Street,Fort Meade,20755,Public Middle,6-8,Public,b9beba65-be5c-4041-8593-3ea4a5233656,1387078.03950784,531267.745787174
836,Montgomery,Meadow Hall Elementary School,951 Twinbrook Parkway,Rockville,20851,Public Elementary,K-5,Public,1e51254b-acd4-4a09-9c37-107279f21ed1,1279308.29671443,516577.780416504
837,Prince George's,Meadowbrook Elementary School (Swing Space),3501 Moylan Drive,Bowie,20715,Public Elementary,K-5,Public,295c8062-1d32-47c0-b372-d759f7c7c130,1383304.5795351,478736.370207086
838,Harford,Meadowvale Elementary School,910 Grace View Drive,Havre De Grace,21078,Public Elementary,PreK-5,Public,0f3212a7-7c5a-413e-b69b-859a917bcac4,1564292.71821426,691835.760608509
839,Carroll,Mechanicsville Elementary School,3838 Sykesville Road,Sykesville,21784,Public Elementary,PreK-5,Public,0a7f2f73-cebc-4efb-a672-383b6fc0247a,1329121.27484417,656023.055987343
840,St. Mary's,Mechanicsville Elementary School,28585 Three Notch Road,Mechanicsville,20659,Public Elementary,K-5,Public,103c0c0c-7bce-4415-8b99-d819bb2775e7,1382332.52931385,286471.22291401
841,Baltimore City,Medfield Heights Elementary School # 249,4300 Buchanan Avenue,Baltimore,21211,Public Elementary,PreK-5,Public,c03c0177-1115-4aca-94fc-1d5e56dd981c,1413456.78399435,609844.971178338
842,Prince George's,Melwood Elementary School,7100 Woodyard Road,Upper Marlboro,20772,Public Elementary,K-5,Public,5f82cee2-af06-4143-83aa-de8bd1a6c81e,1358452.44255967,409497.304945335
843,Baltimore City,Mergenthaler Vocational-Technical High School #410,3500 Hillen Road,Baltimore,21218,Public High,9-12,Public,6bd9eb2d-5be9-4c10-a68e-1d1908be3118,1428001.23193951,606958.335219339
844,Baltimore,Middle River Middle School,800 Middle River Road,Baltimore,21220,Public Middle,6-8,Public,a60ea472-f17d-437c-929f-c4df3ea48f3a,1467531.91501708,611550.831611753
845,Baltimore,Middleborough Elementary School,313 West Road,Baltimore,21221,Public Elementary,PreK-5,Public,5dd76886-5fd6-4a4d-8af5-1c6f8081b4dc,1472225.04178567,597383.565983087
846,Baltimore,Middlesex Elementary School,142 Bennett Road,Baltimore,21221,Public Elementary,PreK-5,Public,5cc773b8-ab98-4287-b72e-aa209fa9cb92,1467118.40862626,604387.392198503
847,Frederick,Middletown Elementary School,201 East Green Street,Middletown,21769,Public Elementary,3-5,Public,9509974b-49ee-4ae7-8778-c99329db2fb0,1160404.68544076,647757.535444915
848,Frederick,Middletown High School,200 High Street,Middletown,21769,Public High,9-12,Public,b2d895e2-8644-4b8d-ba11-08429b4e5e84,1160752.18507384,648047.316689506
849,Frederick,Middletown Middle School,100 High Street,Middletown,21769,Public Middle,6-8,Public,c6b51419-56b8-4401-a20e-49bc11f632e3,1160666.85945709,647708.058181673
850,Frederick,Middletown Primary,403 Franklin Street,Middletown,21769,Public Elementary,PreK-2,Public,2fd217c9-ddaf-4079-aef1-3a151d82cf48,1159936.23362176,645198.447715342
851,Baltimore,Milbrook Elementary School,4300 Crest Heights Road,Baltimore,21215,Public Elementary,1-5,Public,c6490051-01a7-4830-859a-a6869554faf9,1393593.97726335,616875.839990586
852,Baltimore,Milford Mill Academy,3800 Washington Avenue,Baltimore,21244,Public High,9-12,Public,593cfbde-7982-43c1-81ce-aef8dd8d7a3b,1383021.50004876,615468.863801926
853,Calvert,Mill Creek Middle School,12200 Southern Connector Boulevard,Lusby,20657,Public Middle,6-8,Public,a058e49e-ff3a-48af-bba8-cd3bb63dc2ea,1471703.64092559,253704.828473166
854,Montgomery,Mill Creek Towne Elementary School,17700 Park Mill Drive,Rockville,20855,Public Elementary,PreK-5,Public,35b638ce-03db-4056-8796-7db74a145b7d,1268706.22802359,538749.500180587
855,Anne Arundel,Millersville Elementary School,1601 Millersville Road,Millersville,21108,Public Elementary,K-5,Public,9ae02939-8d7e-492c-93d9-4e90987b987d,1414658.51584284,505947.646493092
856,Anne Arundel,Mills-Parole Elementary School,1 George And Marion Phelps Lane,Annapolis,21401,Public Elementary,PreK-5,Public,7063e8f0-ffcd-4a83-b4bf-0d8985ebf084,1447021.30938484,477909.150076762
857,Charles,Milton Somers Middle School,300 Willow Lane,La Plata,20646,Public Middle,6-8,Public,0a95a583-bed6-491a-afd7-5fd5d135651b,1320153.99881551,312163.357553259
858,Frederick,Monocacy Elementary School,7421 Hayward Road,Frederick,21702,Public Elementary,PreK-5,Public,06718cb9-57ad-4799-a71f-e13eedc546c7,1196449.23375835,651591.073709592
859,Montgomery,Monocacy Elementary School,18801 Barnesville Road,Dickerson,20842,Public Elementary,K-5,Public,3fe39519-3540-4c28-831b-38fb6b4936f8,1200965.27689159,567456.547425166
860,Frederick,Monocacy Middle School,8009 O'Possumtown Park,Frederick,21702,Public Middle,6-8,Public,7879022c-951d-4625-a48f-5d2e4468de1a,1195637.04509401,651403.04390192
861,Baltimore City,Montebello Elementary/Middle School # 044,2040 East 32nd Street,Baltimore,21218,Public PreK-8,PreK-8,Public,b6c6022d-8771-4f30-9076-266f55db4aea,1429680.60358076,605228.418075502
862,Montgomery,Montgomery Blair High School,51 University Boulevard East,Silver Spring,20901,Public High,9-12,Public,6d9c4b37-8b57-486d-a67e-8644f2eae963,1309159.6431796,492119.143638343
863,Montgomery,Montgomery Knolls Elementary School,807 Daleview Drive,Silver Spring,20901,Public Elementary,HS-2,Public,41975e31-0968-4efe-8d7a-2d748c831a6f,1314184.94513685,487785.459392339
864,Montgomery,Montgomery Village Middle School,19300 Watkins Mill Road,Gaithersburg,20879,Public Middle,6-8,Public,2b3a9f25-1f73-4cfb-929a-65d79073d083,1252745.66184768,548524.136799261
865,Prince George's,Montpelier Elementary School,9200 Muirkirk Road,Laurel,20708,Public Elementary,PreK-5,Public,d3bd8dbd-252a-4df6-b029-70309a888917,1356100.37311684,505229.846747592
866,Baltimore City,Moravia Park Elementary School Building #105A,6201 Frankford Avenue,Baltimore,21206,Public Elementary,PreK-2,Public,2731b28c-cc65-4cc0-8c9f-e3135a7d477a,1442201.39809293,601281.417111263
867,Baltimore City,Moravia Park Elementary School Building #105B (formerly Frankford #216),6001 Frankford Avenue,Baltimore,21206,Public Elementary,3-5,Public,392630fd-a654-4d43-bc5f-64100b2f65c6,1442277.97569567,602256.284912169
868,Baltimore City,Morrell Park Elementary/Middle School # 220,2601 Tolley Street,Baltimore,21230,Public PreK-8,PreK-8,Public,f3268b27-044b-4f26-90ca-b0044be07f5c,1411252.728035,581597.299983501
869,Prince George's,Mount Rainier Elementary School,4011 32nd Street,Mt. Rainier,20712,Public Elementary,PreK-6,Public,c8181c75-ab70-4d5a-a857-34ff97a2c148,1322881.95792651,463327.442035511
870,Howard,Mount View Middle School,12101 Woodford Drive,Mariottsville,21104,Public Middle,6-8,Public,12c06600-e2e3-49a9-b287-fbd3ea971aa0,1330199.36356726,602483.917002842
871,Allegany,Mountain Ridge High School,100 Dr. Nancy South Grasmick Lane,Frostburg,21532,Public High,9-12,Public,fa75262d-e832-4adc-b36f-e3db40c14252,773572.18942225,728135.688008502
872,Carroll,Mt. Airy Elementary School,405 North Main Street,Mt. Airy,21771,Public Elementary,3-5,Public,eb6fcb46-16c0-49b7-868a-83417c8a2149,1270090.29087226,624004.091482088
873,Carroll,Mt. Airy Middle School,102 Watersville Road,Mt. Airy,21771,Public Middle,6-8,Public,e911e0e5-bb9f-4347-b81c-7b3ef137f56e,1270723.7551565,624345.798475832
874,Calvert,Mt. Harmony Elementary School,900 West Mt. Harmony Road,Owings,20736,Public Elementary,K-5,Public,d96810dd-e7af-4a1f-842c-5324d3cf85cb,1419226.07921426,379474.657313585
875,Howard,Mt. Hebron High School,9440 Old Frederick Road,Ellicott City,21042,Public High,9-12,Public,6d7163b4-b71a-4fc7-ad74-71fdbd6347d2,1357581.01155975,594576.716281846
876,Charles,Mt. Hope/Nanjemoy Elementary School,9275 Ironsides Road,Nanjemoy,20662,Public Elementary,PreK-5,Public,5c549104-dc6b-47e7-9c67-f3972985fc65,1260614.21730475,288270.52541776
877,Baltimore City,Mt. Royal Elementary/Middle School # 066,121 McMechen Street,Baltimore,21217,Public Elementary/Middle,K-8,Public,bb517e7f-5065-4a2b-89db-ce7505b9f900,1418589.85673343,598274.293860421
878,Allegany,Mt. Savage Elementary/Middle School,13201 New School Road NW,Mt. Savage,21545,Public PreK-8,PreK-8,Public,e5ef5e63-2319-45bc-8535-a985280ce830,783314.065607756,746404.510066584
879,Howard,Murray Hill Middle School,9989 Winter Sun Road,Laurel,20723,Public Middle,6-8,Public,0f6bbf95-0525-4488-81fc-cb3d68e13c95,1352725.70466934,538542.686289757
880,Calvert,Mutual Elementary School,1455 Ball Road,Port Republic,20676,Public Elementary,PreK-5,Public,fb632054-4b22-46d0-9588-56e119b5f9cc,1445975.96305034,293158.216101676
881,Frederick,Myersville Elementary School,429 Main Street,Myersville,21773,Public Elementary,K-5,Public,65e6f49d-7771-417d-8c95-4eb61138c7dd,1152767.16790742,671583.922175258
882,Carroll,North Carroll Middle School,2401 Hanover Pike,Hampstead,21074,Public Middle,6-8,Public,f9bf84d5-6126-482e-9101-40703438c086,1349974.86371434,719721.029969096
883,Montgomery,North Chevy Chase Elementary School,3700 Jones Bridge Road,Chevy Chase,20815,Public Elementary,3-6,Public,5639d96d-36c0-4212-93c3-518f7e6f630b,1291417.15307409,484960.967666
884,Frederick,North Frederick Elementary School,1010 Fairview Avenue,Frederick,21701,Public Elementary,PreK-5,Public,f214f229-55af-4254-a8a8-e3c986428030,1195842.37703243,642111.252118096
885,Anne Arundel,Nantucket Elementary School,2350 Nantucket Drive,Crofton,21114,Public Elementary,K-5,Public,32f7a726-f898-4eb3-b110-d2fb29befe42,1404485.06145225,497404.55531159
886,Montgomery,Neelsville Middle School,11700 Neelsville Church Road,Germantown,20876,Public Middle,6-8,Public,b562b14b-4468-444b-bc82-b48a761a2334,1244098.3697591,556388.282816336
887,Wicomico,New Bennett Middle School,532 South Division Street,Fruitland,21826,Public Middle,6-8,Public,5512dc83-106c-4547-ae14-a18da8fa282b,1705409.50454967,239461.781500012
888,Calvert,New Calvert Middle School,655 Chesapeake Boulevard,Prince Frederick,20678,Public Middle,6-8,Public,3e3849b9-6602-4e6d-bdf9-4132756b3ce9,1430056.64023025,324430.879278004
889,Cecil,New Cecil School of Technology,912 Appleton Road,Elkton,21921,Public CareerTech,N/A,Public,197bc23a-b8a0-406a-bf94-8f5e876b9eed,1648179.80601718,723839.786495343
890,Montgomery,New Hampshire Estates Elementary School,8720 Carroll Avenue,Silver Spring,20903,Public Elementary,HS-2,Public,c66b34ba-b7e2-4f6a-a599-cf00ac36d13a,1314627.63749292,484795.146147251
891,Frederick,New Market Elementary School,93 West Main Street,New Market,21774,Public Elementary,PreK-5,Public,2ca727bb-0751-4541-a578-c1c71392388b,1234498.790205,625468.844458088
892,Frederick,New Market Middle School,125 West Main Street,New Market,21774,Public Middle,6-8,Public,c11fcff8-b159-4948-84c9-74418edf5688,1234019.11924835,625823.599982172
893,Frederick,New Midway Elementary School,12226 Woodsboro Pike,Keymar,21757,Public Elementary,3-5,Public,a15512e2-b5f7-40e2-8e44-1ca84ab00a8b,1231266.66477951,692966.356444418
894,Queen Anne's,New Sudlersville Middle School,600 Charles Street,Sudlersville,21668,Public Middle,5-8,Public,bc15e6f3-a776-4b41-9c0b-73b1244dfc88,1637568.47520576,554115.41629909
895,Baltimore,New Town Elementary School,4924 New Town Boulevard,Owings Mills,21117,Public Elementary,PreK-5,Public,ea99c6dd-0241-4f14-9672-72a5a4e96c38,1364609.26489167,632695.11412625
896,Baltimore,New Town High School,4931 New Town Boulevard,Owings Mills,21117,Public High,9-12,Public,b3db32a8-c648-451f-98b1-29399feb3b6b,1365361.04849309,632537.128549844
897,Montgomery,Newport Mill Middle School,11311 Newport Mill Road,Kensington,20902,Public Middle,6-8,Public,2762bead-19d9-4ed2-b623-aaaf88a29011,1293065.53330751,500665.078974262
898,Prince George's,Nicholas Orem Middle School,6100 Editors Park Drive,Hyattsville,20782,Public Middle,6-8,Public,8fee82e0-6c12-464a-b971-9942531d2b0d,1323658.87500784,472607.719078586
899,Harford,Norrisville Elementary School,5302 Norrisville Road,White Hall,21161,Public Elementary,K-5,Public,8c6b32ea-9073-4ff6-b33e-9be376523a69,1443547.75038709,740912.66114217
900,Harford,North Bend Elementary School,1445 North Bend Road,Jarrettsville,21084,Public Elementary,PreK-5,Public,24d9fa00-6448-487d-ac53-d86aa4d396ea,1464680.93974793,716304.106028676
901,Baltimore City,North Bend Elementary/Middle School # 081,181 North Bend Road,Baltimore,21229,Public PreK-8,PreK-8,Public,1c932f82-ebfe-4920-a387-c7bb3182190c,1395800.00205076,588949.930947512
902,Montgomery,North Bethesda Middle School,8935 Bradmoor Drive,Bethesda,20817,Public Middle,6-8,Public,c823167d-0490-4349-a238-aaa32a80eb04,1276790.65214342,487363.156103089
